"","CATEGORY","BIBTEXKEY","ADDRESS","ANNOTE","AUTHOR","BOOKTITLE","CHAPTER","CROSSREF","EDITION","EDITOR","HOWPUBLISHED","INSTITUTION","JOURNAL","KEY","MONTH","NOTE","NUMBER","ORGANIZATION","PAGES","PUBLISHER","SCHOOL","SERIES","TITLE","TYPE","VOLUME","YEAR","DOI","ISSN","ISSUE","URL","ABSTRACT","ISBN","AUTHOR.1","JOURNAL.1","NOTE.1","PAGES.1","TITLE.1","VOLUME.1","YEAR.1","DOI.1","ISSN.1","URL.1"
"84","ARTICLE","Rout202084",NA,NA,"A.A. Juan, A. Freixes, J. Panadero, C. Serrat, A. Estrada-Moreno",NA,NA,NA,NA,"NA",NA,NA,"Transportation Research Procedia",NA,"12","SGR2022: YES , PID: NO , HQ:  , IF: SJR = 0.475 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 1 ,  ,",NA,NA,"243-250",NA,NA,NA,"Routing Drones in Smart Cities: a Biased-Randomized Algorithm for Solving the Team Orienteering Problem in Real Time",NA,"47","2020","10.1016/j.trpro.2020.03.095","23521465","4","https://linkinghub.elsevier.com/retrieve/pii/S2352146520302908","<p>The aim of the paper is to explain the basic principles of carrying out an inventory and follow-up of buildings and their condition assessment, by using the Full Interactive Visualization Method for Building Condition Assessment platform. It is a platform enabling the implementation of construction inventory based on the remote cooperation of many specialists in the field of, among others: building construction, architecture, civil engineering, photogrammetry, CAD, UAV. This type of cooperation is of particular importance especially in the context of the current epidemiological situation related to COVID-19. The idea of the presented platform fits into the broadly understanding of Building Information Modeling. After introducing the methodology, stages of the inventory and follow-up process carried out within the platform are illustrated and discussed on the basis of a case study. Based on the obtained results it can be concluded that the proposed methodology creates a convenient, efficient and inexpensive tool for massive inspection of building resources in large areas. The inventory is based primarily on high-quality photo and video material obtained from the deck of an unmanned aerial vehicle and the expert knowledge of the inspector conducting the inspection. By combining digital images data (photos, 3D model, orthophotos) with substantive data (facade element classification tables, wear / defect classification tables), we get a platform that allows intuitive access to viewing, classification, editing and analysis of selected data.</p>",NA,"Carles Serrat and Sebastian Banaszek and Anna Cellmer and Vicenç Gilbert and Anna Banaszek","Tehni� ki glasnik","SGR2022: YES ; PID: NO ; NA ; IF: ESCI ; Firstauthor: YES ; Lastauthor: YES ; Bioinf: 0 ; Stat_Prob: 0 ;  ;","507-513","UAV, Digital Processing and Vectorization Techniques Applied to Building Condition Assessment and Follow-up","14","2020","10.31803/tg-20201110124401","18485588","https://hrcak.srce.hr/247429"
"85","ARTICLE","Useo201986",NA,NA,"Carles Serrat, Anna Banaszek, Anna Cellmer, Vicenc Gibert",NA,NA,NA,NA,"NA",NA,NA,"IOP Conference Series: Materials Science and Engineering",NA,"2","SGR2022: YES , PID: NO , NA , IF: SJR - SCImago 0.201 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"022008",NA,NA,NA,"Use of UAVs for Technical Inspection of Buildings within the BRAIN Massive Inspection Platform",NA,"471","2019","10.1088/1757-899X/471/2/022008","1757-899X",NA,"https://iopscience.iop.org/article/10.1088/1757-899X/471/2/022008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","ARTICLE","Nonl202287",NA,NA,"J. Seres, E. Seres, C. Serrat, T. H. Dinh, N. Hasegawa, M. Ishino, M. Nishikino, K. Nakano, S. Namba",NA,NA,NA,NA,"NA",NA,NA,"Journal of the Optical Society of America B",NA,"4","SGR2022: YES , PID: NO , HQ:  , IF:  , Firstauthor: NO , Lastauthor: NO , Bioinf:  , Stat_Prob:  ,  ,",NA,NA,"1263",NA,NA,NA,"Nonlinear propagation effect in x-ray parametric amplification during high harmonic generation",NA,"39","2022","10.1364/JOSAB.454902","0740-3224","4","https://opg.optica.org/abstract.cfm?URI=josab-39-4-1263","<p>We report the realization and characterization of parametric amplification in high harmonic generation around 100� eV using He gas in a double gas jet arrangement. The delay of the seed extreme ultraviolet (XUV) pulse with respect to the amplifier gas jet was scanned by changing the distance between the gas jets. Experiments and numerical calculations show that parametric amplification occurs within a temporal window of several optical cycles. Strong correlation between the seed and amplifier was observed in a shorter, few optical cycles delay range, which appeared as a modulation of the XUV intensity with an unexpected one optical cycle periodicity instead of half optical cycle. Simulations revealed that the strong correlation and also the unusual periodicity was the consequence of the nonlinear effect produced by plasma dispersion on the parametric amplification process during propagation in the amplifier jet.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ARTICLE","Adap202188",NA,NA,"Goran Zivanovic, Concepció Arenas, Francesc Mestres",NA,NA,NA,NA,"NA",NA,NA,"Genetica",NA,"6","SGR2022: YES , PID: NO , HQ: 4 , IF: 1,082 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"155-169",NA,NA,NA,"Adaptation of Drosophila subobscura chromosomal inversions to climatic variables: the Balkan natural population of Avala",NA,"149","2021","10.1007/s10709-021-00125-7","0016-6707","3","https://link.springer.com/10.1007/s10709-021-00125-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ARTICLE","Annu202089",NA,NA,"Maria Galludo, Jordi Canals, Laura Pineda Cirera, Carla Esteve, Maria Rosselló, Raquel Madrenas, Joan Balany�  i Maymó, Concepción Arenas Sol� , Francesc Mestres inNaval",NA,NA,NA,NA,"NA",NA,NA,"North-Western Journal of Zoology",NA,NA,"SGR2022: YES , PID: NO , HQ: 3 , IF: 0,969 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Annual climatic effects on the autumnal Drosophilids fauna composition at the Font Groga site (Tibidabo, Barcelona)",NA,NA,"2020","-",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ARTICLE","Asso201790",NA,NA,"Judit Cabana-Domínguez, Carlos Roncero, Laura Pineda-Cirera, R. Felipe Palma-� lvarez, Elena Ros-Cucurull, Lara Grau-López, Abderaman Esojo, Miquel Casas, Concepció Arenas, Josep Antoni Ramos-Quiroga, Marta Ribasés, Noèlia Fern� ndez-Castillo, Bru Cormand",NA,NA,NA,NA,"NA",NA,NA,"Scientific Reports",NA,"8","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,122 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"10110",NA,NA,NA,"Association of the PLCB1 gene with drug dependence",NA,"7","2017","10.1038/s41598-017-10207-2","2045-2322","1","https://www.nature.com/articles/s41598-017-10207-2","<p> Genetic factors involved in the susceptibility to drug addiction still remain largely unknown. MiRNAs seem to play key roles in the drug-induced plasticity of the brain that likely drives the emergence of addiction. In this work we explored the role of miRNAs in drug addiction. With this aim, we selected 62 SNPs located in the 3’UTR of target genes that are predicted to alter the binding of miRNA molecules and performed a case-control association study in a Spanish sample of 735 cases (mainly cocaine-dependent subjects with multiple drug dependencies) and 739 controls. We found an association between rs1047383 in the <italic>PLCB1</italic> gene and drug dependence that was replicated in an independent sample (663 cases and 667 controls). Then we selected 9 miRNAs predicted to bind the rs1047383 region, but none of them showed any effect on <italic>PLCB1</italic> expression. We also assessed two miRNAs binding a region that contains a SNP in linkage disequilibrium with rs1047383, but although one of them, hsa-miR-582, was found to downregulate <italic>PLCB1</italic> , no differences were observed between alleles. Finally, we explored the possibility that <italic>PLCB1</italic> expression is altered by cocaine and we observed a significant upregulation of the gene in the nucleus accumbens of cocaine abusers and in human dopaminergic-like neurons after cocaine treatment. Our results, together with previous studies, suggest that <italic>PLCB1</italic> participates in the susceptibility to drug dependence. </p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ARTICLE","Chro201891",NA,NA,"Conxita Arenas, Goran Zivanovic, Francesc Mestres",NA,NA,NA,NA,"A. Civetta",NA,NA,"Genome",NA,"2","SGR2022: YES , PID: NO , HQ: 3 , IF: 2,152 , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"73-78",NA,NA,NA,"Chromosomal Thermal Index: a comprehensive way to integrate the thermal adaptation of <i>Drosophila subobscura</i> whole karyotype",NA,"61","2018","10.1139/gen-2017-0124","0831-2796","2","http://www.nrcresearchpress.com/doi/10.1139/gen-2017-0124","<p>Drosophila has demonstrated to be an excellent model to study the adaptation of organisms to global warming, with inversion chromosomal polymorphism having a key role in this adaptation. Here, we introduce a new index (Chromosomal Thermal Index or CTI) to quantify the thermal adaptation of a population according to its composition of “warm�  and “cold�  adapted inversions. This index is intuitive, has good statistical properties, and can be used to hypothesis on the effect of global warming on natural populations. We show the usefulness of CTI using data from European populations of D. subobscura, sampled in different years. Out of 15 comparisons over time, nine showed significant increase of CTI, in accordance with global warming expectations. Although large regions of the genome outside inversions contain thermal adaptation genes, our results show that the total amount of warm or cold inversions in populations seems to be directly involved in thermal adaptation, whereas the interactions between the inversions content of homologous and non-homologous chromosomes are not relevant.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ARTICLE","Clim201892",NA,NA,"Maria Galludo, Jordi Canals, Laura Pineda-Cirera, Carla Esteve, Maria Rosselló, Joan Balany� , Conxita Arenas, Francesc Mestres",NA,NA,NA,NA,"NA",NA,NA,"Genetica",NA,"10","SGR2022: YES , PID: NO , HQ: 4 , IF: 1,229 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"433-441",NA,NA,NA,"Climatic adaptation of chromosomal inversions in Drosophila subobscura",NA,"146","2018","10.1007/s10709-018-0035-x","0016-6707","4-5","http://link.springer.com/10.1007/s10709-018-0035-x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ARTICLE","DDCe202093",NA,NA,"Laura Pineda-Cirera, Judit Cabana-Domínguez, Noelia Benetó, Hector Diez, Concepció Arenas, Bru Cormand, Noèlia Fern� ndez-Castillo",NA,NA,NA,NA,"NA",NA,NA,"Gene",NA,"6","SGR2022: YES , PID: NO , HQ: 2 , IF: 3,688 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"144569",NA,NA,NA,"DDC expression is not regulated by NFAT5 (TonEBP) in dopaminergic neural cell lines",NA,"742","2020","10.1016/j.gene.2020.144569","03781119",NA,"https://linkinghub.elsevier.com/retrieve/pii/S0378111920302389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","BOOK_SECTION","Extr201794",NA,NA,"Concepción Arenas, Itziar Irigoien, Francesc Mestres, Claudio Toma, Bru Cormand",NA,NA,NA,NA,"NA",NA,NA,"Extended abstracts fall 2015. Biomedical Big Data; Statistics for low dose radiation research",NA,NA,"SGR2022: YES , PID: NO , NA , NA , Firstauthor: YES , Lastauthor: YES , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"3-8",NA,NA,NA,"Extreme Observations in Biomedical Data",NA,NA,"2017","10.1007/978-3-319-55639-0_1",NA,NA,"http://link.springer.com/10.1007/978-3-319-55639-0_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ARTICLE","Fueg201795",NA,NA,"D. Turbon, C. Arenas, C. M. Cuadras",NA,NA,NA,NA,"NA",NA,NA,"American Journal of Physical Anthropology",NA,"6","SGR2022: YES , PID: NO , HQ: 1 , IF: 2,901 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"295-316",NA,NA,NA,"Fueguian crania and the circum-Pacific rim variation",NA,"163","2017","10.1002/ajpa.23207","00029483","2","https://onlinelibrary.wiley.com/doi/10.1002/ajpa.23207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ARTICLE","Glob202096",NA,NA,"Raquel Madrenas, Joan Balany� , Concepció Arenas, Manhaz Khadem, Francesc Mestres",NA,NA,NA,NA,"NA",NA,NA,"Entomological Science",NA,"3","SGR2022: YES , PID: NO , HQ: 2 , IF: 1,602 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"74-85",NA,NA,NA,"Global warming and chromosomal inversion adaptation in isolated islands: <i>Drosophila subobscura</i> populations from Madeira",NA,"23","2020","10.1111/ens.12398","1343-8786","1","https://onlinelibrary.wiley.com/doi/10.1111/ens.12398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ARTICLE","Iden201897",NA,NA,"Itziar Irigoien, Concepción Arenas",NA,NA,NA,NA,"NA",NA,NA,"BMC Bioinformatics",NA,"12","SGR2022: YES , PID: NO , HQ: 1 , IF: 2,511 , Firstauthor: NO , Lastauthor: NO , Bioinf: 1 , Stat_Prob: 0 ,  ,",NA,NA,"317",NA,NA,NA,"Identification of differentially expressed genes by means of outlier detection",NA,"19","2018","10.1186/s12859-018-2318-8","1471-2105","1","https://bmcbioinformatics.biomedcentral.com/articles/10.1186/s12859-018-2318-8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ARTICLE","Iden201798",NA,NA,"Itziar Irigoien, Bru Cormand, Claudio Toma, Concepción Arenas",NA,NA,NA,NA,"NA",NA,NA,"Current Bioinformatics",NA,NA,"SGR2022: YES , PID: NO , HQ: 4 , IF: 0,54 , Firstauthor: NO , Lastauthor: NO , Bioinf: 1 , Stat_Prob: 0 ,  ,",NA,NA,NA,NA,NA,NA,"Identifying extreme observations, outliers and noise in clinical and genetic data.",NA,NA,"2017","10.2174/15748936116661606061610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ARTICLE","ILRA201999",NA,NA,"Pedro A. Marín-Reyes, Itziar Irigoien, Basilio Sierra, Javier Lorenzo-Navarro, Modesto Castrillón-Santana, Concepción Arenas",NA,NA,NA,NA,"NA",NA,NA,"Symmetry",NA,"9","SGR2022: YES , PID: NO , HQ: 2 , IF: 2,645 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1154",NA,NA,NA,"ILRA: Novelty Detection in Face-Based Intervener Re-Identification",NA,"11","2019","10.3390/sym11091154","2073-8994","9","https://www.mdpi.com/2073-8994/11/9/1154","<p>Transparency laws facilitate citizens to monitor the activities of political representatives. In this sense, automatic or manual diarization of parliamentary sessions is required, the latter being time consuming. In the present work, this problem is addressed as a person re-identification problem. Re-identification is defined as the process of matching individuals under different camera views. This paper, in particular, deals with open world person re-identification scenarios, where the captured probe in one camera is not always present in the gallery collected in another one, i.e., determining whether the probe belongs to a novel identity or not. This procedure is mandatory before matching the identity. In most cases, novelty detection is tackled applying a threshold founded in a linear separation of the identities. We propose a threshold-less approach to solve the novelty detection problem, which is based on a one-class classifier and therefore it does not need any user defined threshold. Unlike other approaches that combine audio-visual features, an Isometric LogRatio transformation of a posteriori (ILRA) probabilities is applied to local and deep computed descriptors extracted from the face, which exhibits symmetry and can be exploited in the re-identification process unlike audio streams. These features are used to train the one-class classifier to detect the novelty of the individual. The proposal is evaluated in real parliamentary session recordings that exhibit challenging variations in terms of pose and location of the interveners. The experimental evaluation explores different configuration sets where our system achieves significant improvement on the given scenario, obtaining an average F measure of 71.29% for online analyzed videos. In addition, ILRA performs better than face descriptors used in recent face-based closed world recognition approaches, achieving an average improvement of 1.6% with respect to a deep descriptor.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","ARTICLE","Infl2021100",NA,NA,"Elionora Peña, Assumpta Caix� s, Concepción Arenas, Rocio Pareja, Josep León-Mengíbar, Mercedes Rigla, Timothy R. Powell, Narcís Cardoner, Araceli Rosa",NA,NA,NA,NA,"NA",NA,NA,"Surgery for Obesity and Related Diseases",NA,"1","SGR2022: YES , PID: NO , HQ: 1 , IF: 3,812 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"185-192",NA,NA,NA,"Influence of the BDNF Val66Met polymorphism on weight loss after bariatric surgery: a 24-month follow-up",NA,"17","2021","10.1016/j.soard.2020.08.012","15507289","1","https://linkinghub.elsevier.com/retrieve/pii/S1550728920304779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","ARTICLE","Long2020101",NA,NA,"Elionora Peña, Timothy R. Powell, Concepción Arenas, Narcis Cardoner, Pere Rebasa, Alexis Luna, Assumpta Caix� s, Araceli Rosa",NA,NA,NA,NA,"NA",NA,NA,"Surgery for Obesity and Related Diseases",NA,"11","SGR2022: YES , PID: NO , HQ: 1 , IF: 4,734 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"1794-1801",NA,NA,NA,"Longitudinal changes in telomere length in a cohort of obese patients submitted to bariatric surgery: a 2-year follow-up",NA,"16","2020","10.1016/j.soard.2020.06.027","15507289","11","https://linkinghub.elsevier.com/retrieve/pii/S1550728920303476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ARTICLE","MiR-2018102",NA,NA,"Judit Cabana-Domínguez, Concepció Arenas, Bru Cormand, Noèlia Fern� ndez-Castillo",NA,NA,NA,NA,"NA",NA,NA,"Translational Psychiatry",NA,"8","SGR2022: YES , PID: NO , HQ: 1 , IF: 5,182 , Firstauthor: NO , Lastauthor: NO , Bioinf: 0 , Stat_Prob: 0 ,  ,",NA,NA,"173",NA,NA,NA,"MiR-9, miR-153 and miR-124 are down-regulated by acute exposure to cocaine in a dopaminergic cell model and may contribute to cocaine dependence",NA,"8","2018","10.1038/s41398-018-0224-5","2158-3188","1","https://www.nature.com/articles/s41398-018-0224-5","<p>Cocaine is one of the most used psychostimulant drugs worldwide. MicroRNAs are post-transcriptional regulators of gene expression that are highly expressed in brain, and several studies have shown that cocaine can alter their expression. In a previous study, we identified several protein-coding genes that are differentially expressed in a dopaminergic neuron-like model after an acute exposure to cocaine. Now, we used the prediction tool WebGestalt to identify miRNA molecules potentially involved in the regulation of these genes. Using the same cellular model, we found that seven of these miRNAs are down-regulated by cocaine: miR-124-3p, miR-124-5p, miR-137, miR-101-3p, miR-9-5p, miR-369-3p and miR-153-3p, the last three not previously related to cocaine. Furthermore, we found that three of the miRNA genes that are differentially expressed in our model (hsa-miR-9-1, hsa-miR-153-1 and hsa-miR-124-3) are nominally associated with cocaine dependence in a case–control study (2,085 cases and 4,293 controls). In summary, we highlighted novel miRNAs that may be involved in those cocaine-induced changes of gene expression that underlie addiction. Moreover, we identified genetic variants that contribute to cocaine dependence in three of these miRNA genes, supporting the idea that genes differentially expressed under cocaine may play an important role in the susceptibility to cocaine dependence.</p>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
